geoid,name,B08006001,"B08006001, Error",B08006002,"B08006002, Error",B08006003,"B08006003, Error",B08006004,"B08006004, Error",B08006005,"B08006005, Error",B08006006,"B08006006, Error",B08006007,"B08006007, Error",B08006008,"B08006008, Error",B08006009,"B08006009, Error",B08006010,"B08006010, Error",B08006011,"B08006011, Error",B08006012,"B08006012, Error",B08006013,"B08006013, Error",B08006014,"B08006014, Error",B08006015,"B08006015, Error",B08006016,"B08006016, Error",B08006017,"B08006017, Error",B08006018,"B08006018, Error",B08006019,"B08006019, Error",B08006020,"B08006020, Error",B08006021,"B08006021, Error",B08006022,"B08006022, Error",B08006023,"B08006023, Error",B08006024,"B08006024, Error",B08006025,"B08006025, Error",B08006026,"B08006026, Error",B08006027,"B08006027, Error",B08006028,"B08006028, Error",B08006029,"B08006029, Error",B08006030,"B08006030, Error",B08006031,"B08006031, Error",B08006032,"B08006032, Error",B08006033,"B08006033, Error",B08006034,"B08006034, Error",B08006035,"B08006035, Error",B08006036,"B08006036, Error",B08006037,"B08006037, Error",B08006038,"B08006038, Error",B08006039,"B08006039, Error",B08006040,"B08006040, Error",B08006041,"B08006041, Error",B08006042,"B08006042, Error",B08006043,"B08006043, Error",B08006044,"B08006044, Error",B08006045,"B08006045, Error",B08006046,"B08006046, Error",B08006047,"B08006047, Error",B08006048,"B08006048, Error",B08006049,"B08006049, Error",B08006050,"B08006050, Error",B08006051,"B08006051, Error"
86000US75172,"75172",2387,682,2232,613,2097,622,135,96,56,62,65,63,14,23,0,21,0,21,0,21,0,21,0,21,0,21,69,119,53,89,16,26,17,26,1078,308,992,276,918,266,74,55,33,34,27,32,14,23,0,21,0,21,0,21,0,21,0,21,0,21,69,119,0,21,0,21,17,26,1309,673,1240,655,1179,656,61,54,23,29,38,44,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,53,89,16,26,0,21
86000US75173,"75173",4427,545,3812,527,3272,484,540,202,422,181,118,93,0,21,10,11,10,11,0,21,0,21,0,21,0,21,0,21,9,11,130,105,466,124,2791,504,2486,481,2141,456,345,153,227,114,118,93,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,5,9,122,104,178,71,1636,199,1326,192,1131,182,195,85,195,85,0,21,0,21,10,11,10,11,0,21,0,21,0,21,0,21,0,21,4,6,8,11,288,99
86000US75180,"75180",11564,806,10676,732,8372,653,2304,648,1439,429,201,154,664,505,148,147,96,121,0,28,0,28,52,81,0,28,0,28,37,49,48,63,655,371,6757,708,6168,741,4613,587,1555,636,952,366,92,105,511,496,148,147,96,121,0,28,0,28,52,81,0,28,0,28,2,17,48,63,391,286,4807,556,4508,572,3759,552,749,245,487,205,109,110,153,142,0,28,0,28,0,28,0,28,0,28,0,28,0,28,35,44,0,28,264,165
86000US75181,"75181",12872,1289,11992,1304,9967,1006,2025,741,1604,765,193,139,228,163,30,51,30,51,0,28,0,28,0,28,0,28,0,28,15,28,0,28,835,237,7169,829,6796,837,5864,747,932,408,771,382,93,90,68,76,30,51,30,51,0,28,0,28,0,28,0,28,0,28,0,28,0,28,343,161,5703,646,5196,660,4103,519,1093,420,833,435,100,100,160,108,0,28,0,28,0,28,0,28,0,28,0,28,0,28,15,28,0,28,492,198
86000US75182,"75182",3992,273,3535,292,3190,307,345,175,152,89,89,164,104,71,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,457,173,1927,252,1734,240,1508,232,226,107,125,74,36,80,65,64,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,193,89,2065,296,1801,282,1682,298,119,110,27,30,53,101,39,27,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,264,141
86000US75189,"75189",19384,1267,16845,1329,14672,1344,2173,513,1712,465,266,173,195,117,38,55,19,39,0,31,19,38,0,31,0,31,0,31,168,83,244,195,2089,531,10493,887,9440,843,8492,837,948,322,823,286,52,54,73,81,19,38,0,31,0,31,19,38,0,31,0,31,0,31,42,46,196,175,796,260,8891,713,7405,737,6180,727,1225,385,889,341,214,177,122,81,19,39,19,39,0,31,0,31,0,31,0,31,0,31,126,77,48,73,1293,439
86000US75201,"75201",14543,964,8397,807,7833,806,564,215,457,186,101,85,6,12,785,248,259,126,212,99,87,71,227,146,0,23,140,84,1995,326,232,117,2994,498,7730,620,4105,500,3879,502,226,126,143,87,83,88,0,23,389,132,158,79,87,82,87,71,57,48,0,23,112,70,1204,293,130,93,1790,381,6813,870,4292,780,3954,791,338,138,314,137,18,32,6,12,396,206,101,94,125,70,0,23,170,140,0,23,28,41,791,210,102,53,1204,331
86000US75202,"75202",1917,291,1236,266,1164,251,72,79,72,79,0,15,0,15,108,63,24,27,0,15,31,33,53,46,0,15,0,15,281,112,0,15,292,116,1161,213,736,187,677,185,59,76,59,76,0,15,0,15,57,46,0,15,0,15,22,25,35,40,0,15,0,15,182,87,0,15,186,101,756,181,500,148,487,147,13,26,13,26,0,15,0,15,51,38,24,27,0,15,9,15,18,21,0,15,0,15,99,69,0,15,106,67
86000US75203,"75203",6687,991,5960,912,4724,792,1236,445,793,310,153,110,290,290,308,181,248,167,0,23,0,23,60,49,0,23,21,26,58,57,51,48,289,192,3941,671,3460,613,2493,449,967,413,629,281,133,104,205,265,227,167,181,158,0,23,0,23,46,42,0,23,6,10,0,23,51,48,197,138,2746,645,2500,610,2231,519,269,186,164,103,20,30,85,133,81,63,67,58,0,23,0,23,14,23,0,23,15,24,58,57,0,23,92,95
86000US75204,"75204",23165,1479,16705,1166,15523,1113,1182,375,818,208,216,296,148,137,524,155,305,149,32,36,40,47,147,95,0,31,181,113,1165,284,283,138,4307,891,12897,1011,9180,894,8467,823,713,342,441,160,193,294,79,95,389,129,211,114,16,24,27,41,135,92,0,31,164,105,797,237,208,118,2159,572,10268,808,7525,630,7056,615,469,147,377,120,23,37,69,93,135,88,94,79,16,25,13,22,12,19,0,31,17,26,368,149,75,74,2148,501
86000US75205,"75205",11819,774,8297,543,7856,543,441,174,350,169,14,22,77,78,69,41,42,30,11,18,11,17,5,11,0,28,22,24,865,211,199,65,2367,609,6573,512,4979,379,4738,396,241,131,227,130,14,22,0,28,15,19,15,19,0,28,0,28,0,28,0,28,16,21,417,179,92,46,1054,330,5246,475,3318,375,3118,363,200,93,123,68,0,28,77,78,54,40,27,26,11,18,11,17,5,11,0,28,6,14,448,160,107,47,1313,338
86000US75206,"75206",26454,1097,20133,999,19111,1008,1022,275,814,253,159,103,49,48,822,200,512,156,90,60,75,71,145,126,0,31,67,56,520,195,325,160,4587,582,14058,938,10567,809,10075,786,492,201,405,185,63,66,24,23,263,102,94,69,55,39,18,25,96,82,0,31,44,38,405,182,192,107,2587,394,12396,716,9566,626,9036,607,530,165,409,150,96,84,25,31,559,165,418,140,35,33,57,69,49,56,0,31,23,27,115,74,133,89,2000,341
86000US75207,"75207",2720,282,2098,275,1956,298,142,121,142,121,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,33,52,110,79,86,99,393,142,1700,276,1255,278,1145,291,110,111,110,111,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,33,52,110,79,86,99,216,92,1020,255,843,248,811,246,32,28,32,28,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,0,21,177,101
86000US75208,"75208",16897,1145,13574,919,11688,834,1886,445,1291,317,260,162,335,253,232,93,211,91,0,28,10,16,11,13,0,28,25,25,500,203,62,50,2504,541,9699,971,7830,853,6570,739,1260,360,744,220,260,162,256,236,103,64,88,57,0,28,10,16,5,9,0,28,25,25,305,168,54,48,1382,340,7198,699,5744,522,5118,499,626,204,547,190,0,28,79,71,129,82,123,84,0,28,0,28,6,9,0,28,0,28,195,107,8,14,1122,311
86000US75209,"75209",8432,636,6248,594,5813,579,435,178,313,141,12,17,110,106,127,130,127,130,0,23,0,23,0,23,0,23,40,45,103,81,50,63,1864,376,4790,476,3546,444,3296,435,250,142,190,110,0,23,60,78,127,130,127,130,0,23,0,23,0,23,0,23,40,45,84,77,4,6,989,257,3642,436,2702,382,2517,378,185,96,123,74,12,17,50,64,0,23,0,23,0,23,0,23,0,23,0,23,0,23,19,23,46,63,875,238
86000US75210,"75210",2982,846,2493,817,1578,380,915,582,545,504,165,135,205,152,368,221,368,221,0,21,0,21,0,21,0,21,0,21,67,65,0,21,54,36,1672,618,1453,589,686,207,767,547,406,470,156,135,205,152,121,108,121,108,0,21,0,21,0,21,0,21,0,21,67,65,0,21,31,31,1310,379,1040,348,892,316,148,108,139,107,9,14,0,21,247,167,247,167,0,21,0,21,0,21,0,21,0,21,0,21,0,21,23,28
86000US75211,"75211",32630,1776,28471,1717,22930,1318,5541,886,4003,752,989,275,549,284,563,250,504,212,0,35,5,9,54,86,0,35,0,35,584,200,831,276,2181,591,18290,1075,16239,1037,13129,866,3110,584,2219,512,632,181,259,141,204,150,166,131,0,35,5,9,33,50,0,35,0,35,299,148,481,170,1067,301,14340,1216,12232,1052,9801,842,2431,534,1784,470,357,188,290,175,359,185,338,167,0,35,0,35,21,45,0,35,0,35,285,125,350,180,1114,516
86000US75212,"75212",10668,946,9527,914,7288,819,2239,470,1757,410,249,134,233,146,162,111,162,111,0,28,0,28,0,28,0,28,46,63,77,79,25,27,831,204,6169,729,5638,708,4643,702,995,297,640,231,182,112,173,114,76,82,76,82,0,28,0,28,0,28,0,28,0,28,77,79,10,15,368,129,4499,476,3889,471,2645,397,1244,260,1117,260,67,56,60,70,86,71,86,71,0,28,0,28,0,28,0,28,46,63,0,28,15,22,463,169
86000US75214,"75214",20018,1305,14247,908,13046,812,1201,266,881,228,216,143,104,76,568,335,291,138,42,48,216,294,19,31,0,31,144,109,146,66,224,153,4689,990,10528,808,7454,598,6881,604,573,168,391,123,124,105,58,44,302,127,241,127,42,48,0,31,19,31,0,31,69,52,100,55,143,123,2460,583,9490,730,6793,510,6165,454,628,189,490,190,92,58,46,58,266,300,50,60,0,31,216,294,0,31,0,31,75,94,46,32,81,72,2229,498
86000US75215,"75215",8338,863,6899,766,6083,760,816,296,617,271,153,117,46,47,468,166,468,166,0,23,0,23,0,23,0,23,11,17,260,161,138,88,562,251,4278,645,3551,539,3207,539,344,172,189,112,142,114,13,24,288,127,288,127,0,23,0,23,0,23,0,23,11,17,114,124,13,25,301,238,4060,498,3348,458,2876,478,472,222,428,220,11,19,33,43,180,102,180,102,0,23,0,23,0,23,0,23,0,23,146,99,125,83,261,137
86000US75216,"75216",19360,1441,16540,1379,13118,1214,3422,643,2622,602,721,361,79,77,1171,310,1089,280,17,29,0,35,65,79,0,35,0,35,241,186,162,95,1246,331,10438,960,9311,893,7056,747,2255,477,1747,474,485,231,23,33,528,184,446,150,17,29,0,35,65,79,0,35,0,35,128,143,86,71,385,135,8922,873,7229,833,6062,727,1167,347,875,306,236,181,56,71,643,215,643,215,0,35,0,35,0,35,0,35,0,35,113,119,76,56,861,312
86000US75217,"75217",32852,1614,31141,1629,26233,1472,4908,859,3331,681,647,237,930,382,590,255,360,190,112,96,66,54,52,62,0,35,0,35,46,51,416,210,659,234,19985,1210,19299,1267,16189,1072,3110,613,1989,467,443,188,678,343,311,199,181,137,63,72,29,36,38,59,0,35,0,35,11,16,184,103,180,114,12867,947,11842,957,10044,905,1798,467,1342,366,204,114,252,175,279,166,179,125,49,60,37,42,14,23,0,35,0,35,35,51,232,201,479,188
86000US75218,"75218",12303,1086,9881,1110,9314,1005,567,257,469,252,98,64,0,28,152,122,133,121,0,28,0,28,19,20,0,28,47,64,175,118,43,40,2005,365,6377,668,5130,701,4877,633,253,207,218,204,35,42,0,28,73,79,63,78,0,28,0,28,10,17,0,28,7,11,100,79,21,25,1046,225,5926,550,4751,538,4437,526,314,126,251,115,63,52,0,28,79,91,70,91,0,28,0,28,9,14,0,28,40,63,75,89,22,33,959,242
86000US75219,"75219",18384,1427,13996,1333,13042,1340,954,258,739,229,172,113,43,51,268,165,165,116,10,16,31,36,62,104,0,28,66,68,314,134,133,62,3607,461,10741,1126,8257,991,7741,1009,516,187,486,189,9,13,21,33,215,150,141,107,0,28,12,18,62,104,0,28,66,68,195,113,64,44,1944,379,7643,710,5739,702,5301,694,438,164,253,122,163,109,22,34,53,56,24,42,10,16,19,32,0,28,0,28,0,28,119,71,69,52,1663,318
86000US75220,"75220",20732,1155,18155,1007,12635,890,5520,822,3394,507,1217,492,909,271,718,433,399,218,233,362,49,53,37,47,0,31,0,31,540,218,22,31,1297,274,13008,908,11537,899,7970,712,3567,758,2026,457,909,455,632,212,540,410,233,164,233,362,37,41,37,47,0,31,0,31,206,131,9,19,716,221,7724,681,6618,638,4665,537,1953,434,1368,380,308,143,277,159,178,124,166,124,0,31,12,18,0,31,0,31,0,31,334,157,13,24,581,156
86000US75223,"75223",6794,816,6106,781,4801,613,1305,459,909,393,379,195,17,27,97,62,70,56,0,23,12,18,15,17,0,23,15,16,49,35,70,71,457,126,4262,721,3919,706,2962,478,957,429,674,383,268,161,15,26,21,24,13,17,0,23,0,23,8,12,0,23,15,16,9,14,55,67,243,82,2532,385,2187,379,1839,334,348,142,235,114,111,103,2,8,76,60,57,55,0,23,12,18,7,13,0,23,0,23,40,33,15,22,214,84
86000US75224,"75224",14654,1210,12782,1086,11086,925,1696,434,1014,377,484,225,198,142,385,169,330,149,8,13,8,14,39,59,0,31,12,21,592,250,326,200,557,225,8439,866,7470,783,6476,708,994,328,615,304,309,155,70,69,199,117,191,116,0,31,8,14,0,31,0,31,0,31,370,221,243,183,157,102,6215,694,5312,654,4610,554,702,279,399,199,175,118,128,127,186,112,139,88,8,13,0,31,39,59,0,31,12,21,222,135,83,69,400,198
86000US75225,"75225",9053,564,6807,492,6582,487,225,106,184,102,41,34,0,28,0,28,0,28,0,28,0,28,0,28,0,28,29,30,147,75,61,43,2009,346,5489,393,4447,360,4418,363,29,28,14,16,15,21,0,28,0,28,0,28,0,28,0,28,0,28,0,28,23,29,86,53,55,42,878,211,3564,378,2360,330,2164,330,196,101,170,99,26,27,0,28,0,28,0,28,0,28,0,28,0,28,0,28,6,9,61,53,6,9,1131,214
86000US75226,"75226",3480,544,2408,533,2118,445,290,192,111,112,63,96,116,128,272,166,122,96,52,59,13,19,85,106,0,21,30,48,203,119,131,145,436,194,1899,442,1281,399,1081,313,200,156,81,91,63,96,56,92,178,137,68,72,25,37,0,21,85,106,0,21,30,48,144,104,28,32,238,111,1581,338,1127,306,1037,287,90,100,30,47,0,21,60,91,94,72,54,53,27,44,13,19,0,21,0,21,0,21,59,54,103,143,198,126
86000US75227,"75227",25597,1583,23222,1578,19988,1430,3234,650,2304,584,769,324,161,168,656,306,466,281,0,35,26,43,164,98,0,35,0,35,161,128,119,108,1439,426,14580,1107,13736,1073,11579,949,2157,492,1575,459,582,240,0,35,426,214,257,196,0,35,26,43,143,97,0,35,0,35,62,76,76,86,280,155,11017,915,9486,869,8409,798,1077,316,729,250,187,116,161,168,230,200,209,200,0,35,0,35,21,25,0,35,0,35,99,103,43,53,1159,383
86000US75228,"75228",30567,1575,27224,1550,23725,1328,3499,693,2340,448,706,416,453,221,656,172,607,169,0,35,0,35,49,59,0,35,17,22,161,122,250,119,2259,375,17302,1289,15680,1249,13623,1141,2057,504,1170,270,554,388,333,195,350,151,320,144,0,35,0,35,30,49,0,35,17,22,89,66,126,78,1040,280,13265,863,11544,807,10102,725,1442,362,1170,308,152,155,120,86,306,126,287,122,0,35,0,35,19,29,0,35,0,35,72,71,124,100,1219,280
86000US75229,"75229",17347,989,14487,899,11740,786,2747,558,1721,430,602,203,424,240,119,66,58,55,37,41,0,31,24,35,0,31,0,31,166,89,112,64,2463,406,10307,580,8793,602,7212,527,1581,431,898,304,323,172,360,227,37,41,0,31,37,41,0,31,0,31,0,31,0,31,74,58,64,39,1339,246,7040,590,5694,475,4528,438,1166,282,823,252,279,109,64,59,82,54,58,55,0,31,0,31,24,35,0,31,0,31,92,68,48,37,1124,278
86000US75230,"75230",13939,1033,11172,956,10287,927,885,445,867,446,12,18,6,11,205,126,162,123,20,24,0,28,9,15,14,23,0,28,233,183,127,104,2202,374,7349,551,5866,474,5511,439,355,189,343,189,12,18,0,28,137,101,94,95,20,24,0,28,9,15,14,23,0,28,216,190,57,59,1073,231,6590,785,5306,768,4776,757,530,330,524,328,0,28,6,11,68,72,68,72,0,28,0,28,0,28,0,28,0,28,17,20,70,78,1129,284
86000US75231,"75231",21737,1253,17616,1154,14761,968,2855,663,1650,348,415,245,790,540,1139,311,699,239,272,172,59,52,109,72,0,31,0,31,824,266,246,143,1912,401,13130,1118,10800,1039,8665,807,2135,677,1099,286,322,226,714,544,675,275,558,262,97,70,4,13,16,22,0,31,0,31,599,233,158,126,898,236,8607,631,6816,556,6096,563,720,188,551,167,93,74,76,65,464,177,141,96,175,155,55,50,93,66,0,31,0,31,225,143,88,47,1014,291
86000US75232,"75232",13540,1164,11068,1071,9072,883,1996,770,1279,471,375,203,342,351,439,193,418,189,21,37,0,31,0,31,0,31,0,31,112,78,122,81,1799,671,7576,811,6215,768,5113,576,1102,501,535,274,246,155,321,351,351,178,351,178,0,31,0,31,0,31,0,31,0,31,0,31,58,45,952,438,5964,659,4853,584,3959,522,894,358,744,340,129,112,21,33,88,79,67,75,21,37,0,31,0,31,0,31,0,31,112,78,64,67,847,348
86000US75233,"75233",6770,705,5795,622,4808,603,987,346,752,309,130,145,105,100,375,206,273,183,61,75,0,23,41,49,0,23,0,23,55,80,226,206,319,153,3480,510,3011,449,2494,461,517,225,443,210,12,22,62,72,185,145,123,136,21,34,0,23,41,49,0,23,0,23,3,7,83,97,198,99,3290,376,2784,329,2314,312,470,213,309,158,118,137,43,64,190,147,150,132,40,68,0,23,0,23,0,23,0,23,52,80,143,136,121,79
86000US75234,"75234",19143,845,16386,838,14678,797,1708,365,1375,307,287,142,46,43,197,124,133,114,19,21,0,31,45,46,0,31,7,19,146,101,317,153,2090,371,9938,579,8650,601,7776,632,874,265,717,239,136,92,21,35,94,108,87,108,0,31,0,31,7,13,0,31,0,31,55,53,263,154,876,206,9205,533,7736,502,6902,453,834,234,658,203,151,82,25,28,103,62,46,34,19,21,0,31,38,45,0,31,7,19,91,62,54,45,1214,332
86000US75235,"75235",10793,1036,8356,931,7652,904,704,337,300,166,271,252,133,126,430,256,296,217,47,54,87,137,0,23,0,23,0,23,861,296,98,79,1048,370,6033,789,4832,756,4500,684,332,285,152,146,164,229,16,36,170,161,83,83,0,23,87,137,0,23,0,23,0,23,357,171,48,58,626,299,4760,660,3524,518,3152,530,372,166,148,103,107,104,117,114,260,213,213,203,47,54,0,23,0,23,0,23,0,23,504,262,50,51,422,239
86000US75236,"75236",8544,889,7222,796,6035,645,1187,653,948,633,227,152,12,23,159,140,143,132,16,26,0,23,0,23,0,23,0,23,255,167,227,203,681,316,3875,576,3271,498,2804,407,467,353,334,348,121,114,12,23,37,42,21,34,16,26,0,23,0,23,0,23,0,23,88,76,170,194,309,144,4669,621,3951,586,3231,509,720,358,614,336,106,97,0,23,122,121,122,121,0,23,0,23,0,23,0,23,0,23,167,146,57,68,372,275
86000US75237,"75237",8920,883,7081,777,5981,773,1100,351,752,319,163,126,185,162,645,260,593,255,24,40,0,23,28,32,0,23,0,23,238,153,305,161,651,303,4116,587,3358,503,2968,522,390,198,254,166,79,86,57,74,310,234,258,227,24,40,0,23,28,32,0,23,0,23,119,103,142,115,187,144,4804,633,3723,564,3013,518,710,244,498,201,84,75,128,150,335,118,335,118,0,23,0,23,0,23,0,23,0,23,119,108,163,128,464,262
86000US75238,"75238",17073,909,13653,882,12528,900,1125,405,713,272,271,180,141,140,276,126,147,96,33,27,44,45,52,42,0,31,0,31,248,161,202,121,2694,533,9097,584,7110,562,6559,556,551,286,399,208,76,80,76,123,170,108,68,72,21,25,44,45,37,38,0,31,0,31,128,119,142,100,1547,373,7976,610,6543,623,5969,608,574,212,314,136,195,125,65,73,106,65,79,67,12,14,0,31,15,17,0,31,0,31,120,94,60,54,1147,278
86000US75240,"75240",13247,993,10595,870,8730,731,1865,370,1242,352,423,255,200,150,505,260,409,202,17,23,0,28,79,128,0,28,74,76,606,238,199,139,1268,387,7586,736,6274,675,5187,566,1087,294,670,257,237,185,180,145,193,146,97,62,17,23,0,28,79,128,0,28,40,68,343,189,154,120,582,187,5661,562,4321,486,3543,458,778,209,572,205,186,120,20,35,312,165,312,165,0,28,0,28,0,28,0,28,34,37,263,168,45,55,686,302
86000US75241,"75241",11078,1163,9855,1024,8120,836,1735,547,1182,420,382,309,171,158,537,507,537,507,0,31,0,31,0,31,0,31,0,31,119,90,68,78,499,246,4927,795,4614,733,3515,560,1099,488,666,279,304,294,129,147,206,275,206,275,0,31,0,31,0,31,0,31,0,31,8,16,18,26,81,67,6151,765,5241,673,4605,578,636,275,516,268,78,51,42,42,331,256,331,256,0,31,0,31,0,31,0,31,0,31,111,90,50,74,418,224
86000US75243,"75243",32483,1889,26159,1781,23184,1637,2975,597,2484,566,287,219,204,164,1227,322,920,294,97,69,147,104,63,66,0,35,5,41,609,256,826,249,3657,693,16504,1167,13443,1060,12130,1032,1313,361,1059,345,144,165,110,93,758,230,462,174,97,69,136,103,63,66,0,35,5,41,296,157,455,203,1547,385,15979,1170,12716,1068,11054,964,1662,394,1425,345,143,124,94,92,469,239,458,240,0,35,11,18,0,35,0,35,0,35,313,182,371,135,2110,552
86000US75244,"75244",7623,602,5876,559,5256,487,620,290,336,130,224,257,60,50,1,3,1,3,0,23,0,23,0,23,0,23,0,23,150,103,188,105,1408,259,4125,371,3223,335,2881,312,342,149,204,87,87,121,51,48,1,3,1,3,0,23,0,23,0,23,0,23,0,23,103,101,126,85,672,158,3498,361,2653,357,2375,318,278,160,132,65,137,147,9,15,0,23,0,23,0,23,0,23,0,23,0,23,0,23,47,41,62,48,736,179
86000US75246,"75246",1300,339,924,280,772,228,152,112,152,112,0,15,0,15,61,46,49,41,0,15,0,15,12,17,0,15,38,50,48,74,27,34,202,156,809,306,575,227,466,209,109,104,109,104,0,15,0,15,10,15,10,15,0,15,0,15,0,15,0,15,38,50,35,72,0,15,151,151,491,148,349,124,306,132,43,40,43,40,0,15,0,15,51,43,39,39,0,15,0,15,12,17,0,15,0,15,13,23,27,34,51,55
86000US75247,"75247",242,230,12,19,12,19,0,15,0,15,0,15,0,15,155,157,155,157,0,15,0,15,0,15,0,15,0,15,57,46,0,15,18,33,242,230,12,19,12,19,0,15,0,15,0,15,0,15,155,157,155,157,0,15,0,15,0,15,0,15,0,15,57,46,0,15,18,33,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
86000US75248,"75248",21207,1426,15482,1094,14429,1022,1053,321,968,303,72,59,13,19,82,70,68,66,0,31,14,21,0,31,0,31,84,110,323,158,829,638,4407,656,11085,910,8119,673,7600,663,519,213,469,198,37,47,13,19,53,52,39,45,0,31,14,21,0,31,0,31,0,31,262,156,597,545,2054,377,10122,1028,7363,799,6829,727,534,215,499,209,35,28,0,31,29,55,29,55,0,31,0,31,0,31,0,31,84,110,61,51,232,352,2353,528
86000US75249,"75249",8594,952,7453,779,6771,774,682,269,553,269,116,136,13,19,41,39,41,39,0,23,0,23,0,23,0,23,0,23,16,21,48,62,1036,366,4329,609,4048,606,3843,612,205,130,158,117,34,61,13,19,15,24,15,24,0,23,0,23,0,23,0,23,0,23,0,23,0,23,266,165,4265,589,3405,483,2928,496,477,203,395,211,82,125,0,23,26,29,26,29,0,23,0,23,0,23,0,23,0,23,16,21,48,62,770,353
86000US75251,"75251",2779,763,2292,712,2181,697,111,131,111,131,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,20,33,132,104,106,111,229,206,1463,557,1116,527,1068,517,48,78,48,78,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,20,33,92,97,42,55,193,182,1316,420,1176,409,1113,422,63,104,63,104,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,40,57,64,94,36,48
86000US75252,"75252",14754,836,10495,825,9805,787,690,213,649,207,37,31,4,9,773,233,741,233,0,28,18,15,14,20,0,28,20,18,76,64,343,156,3047,457,7784,608,5544,545,5237,540,307,129,294,128,13,15,0,28,464,206,453,205,0,28,11,11,0,28,0,28,20,18,25,23,111,63,1620,289,6970,534,4951,473,4568,438,383,165,355,161,24,28,4,9,309,165,288,165,0,28,7,11,14,20,0,28,0,28,51,55,232,142,1427,348
86000US75253,"75253",10156,962,9586,909,8269,1112,1317,431,856,351,400,211,61,53,96,94,96,94,0,28,0,28,0,28,0,28,0,28,70,62,51,58,353,192,5340,627,5161,608,4524,679,637,264,320,197,266,173,51,52,0,28,0,28,0,28,0,28,0,28,0,28,0,28,48,52,37,40,94,91,4816,585,4425,549,3745,654,680,314,536,307,134,97,10,17,96,94,96,94,0,28,0,28,0,28,0,28,0,28,22,33,14,24,259,127
86000US75254,"75254",15059,1206,11973,1069,9985,859,1988,583,1629,539,306,234,53,53,206,131,195,127,0,28,0,28,11,18,0,28,0,28,314,156,193,137,2373,645,8068,842,6661,752,5563,594,1098,444,1002,440,70,92,26,40,45,74,45,74,0,28,0,28,0,28,0,28,0,28,181,111,66,72,1115,434,6991,662,5312,617,4422,577,890,254,627,205,236,155,27,34,161,109,150,105,0,28,0,28,11,18,0,28,0,28,133,83,127,96,1258,394
86000US75270,"75270",0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
86000US75287,"75287",31380,1263,25453,1300,23231,1242,2222,497,1784,445,286,179,152,112,382,298,382,298,0,35,0,35,0,35,0,35,0,35,363,199,496,228,4686,679,15703,1005,12859,957,11757,931,1102,314,900,285,89,79,113,103,350,293,350,293,0,35,0,35,0,35,0,35,0,35,168,154,301,154,2025,350,15677,1089,12594,996,11474,905,1120,337,884,309,197,141,39,47,32,34,32,34,0,35,0,35,0,35,0,35,0,35,195,121,195,160,2661,545
86000US75390,"75390",0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15
86000US75401,"75401",9367,938,8853,895,8019,904,834,249,632,201,157,112,45,51,6,8,6,8,0,28,0,28,0,28,0,28,7,13,158,138,23,32,320,148,5444,599,5329,594,4805,618,524,215,374,174,127,91,23,40,3,5,3,5,0,28,0,28,0,28,0,28,7,13,0,28,5,8,100,63,3923,525,3524,502,3214,505,310,120,258,110,30,42,22,28,3,8,3,8,0,28,0,28,0,28,0,28,0,28,158,138,18,30,220,126
86000US75402,"75402",9673,808,8515,806,8186,799,329,142,256,118,73,75,0,28,0,28,0,28,0,28,0,28,0,28,0,28,16,28,69,75,185,144,888,289,5242,583,4795,590,4630,575,165,114,141,106,24,39,0,28,0,28,0,28,0,28,0,28,0,28,0,28,16,28,67,77,92,108,272,153,4431,548,3720,508,3556,491,164,106,115,90,49,60,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,2,8,93,93,616,253
