B08301_001E,B08301_001EA,B08301_001M,B08301_001MA,B08301_002E,B08301_002EA,B08301_002M,B08301_002MA,B08301_003E,B08301_003EA,B08301_003M,B08301_003MA,B08301_004E,B08301_004EA,B08301_004M,B08301_004MA,B08301_005E,B08301_005EA,B08301_005M,B08301_005MA,B08301_006E,B08301_006EA,B08301_006M,B08301_006MA,B08301_007E,B08301_007EA,B08301_007M,B08301_007MA,B08301_008E,B08301_008EA,B08301_008M,B08301_008MA,B08301_009E,B08301_009EA,B08301_009M,B08301_009MA,B08301_010E,B08301_010EA,B08301_010M,B08301_010MA,B08301_011E,B08301_011EA,B08301_011M,B08301_011MA,B08301_012E,B08301_012EA,B08301_012M,B08301_012MA,B08301_013E,B08301_013EA,B08301_013M,B08301_013MA,B08301_014E,B08301_014EA,B08301_014M,B08301_014MA,B08301_015E,B08301_015EA,B08301_015M,B08301_015MA,B08301_016E,B08301_016EA,B08301_016M,B08301_016MA,B08301_017E,B08301_017EA,B08301_017M,B08301_017MA,B08301_018E,B08301_018EA,B08301_018M,B08301_018MA,B08301_019E,B08301_019EA,B08301_019M,B08301_019MA,B08301_020E,B08301_020EA,B08301_020M,B08301_020MA,B08301_021E,B08301_021EA,B08301_021M,B08301_021MA,GEO_ID,NAME,state,place
741,,147,,710,,145,,662,,145,,48,,25,,41,,25,,7,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,19,,16,,0,,14,,8,,10,,1600000US4838992,"Kerens city, Texas",48,38992
4906,,329,,4743,,339,,3988,,351,,755,,208,,591,,207,,49,,42,,42,,48,,59,,58,,14,,31,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,76,,105,,50,,39,,21,,31,,16,,26,,1600000US4868624,"Snyder city, Texas",48,68624
7532,,480,,7108,,514,,6428,,489,,680,,280,,374,,202,,267,,154,,38,,48,,0,,21,,1,,3,,6,,8,,0,,21,,0,,21,,6,,8,,0,,21,,0,,21,,0,,21,,7,,10,,0,,21,,56,,58,,27,,44,,328,,218,,1600000US4817960,"Crowley city, Texas",48,17960
205,,93,,190,,84,,172,,80,,18,,20,,14,,17,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,10,,0,,14,,10,,16,,1600000US4840320,"Laguna Seca CDP, Texas",48,40320
1987,,471,,1602,,394,,1472,,394,,130,,101,,90,,76,,40,,68,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,32,,38,,170,,128,,183,,128,,1600000US4848272,"Midway North CDP, Texas",48,48272
1557,,360,,1514,,341,,1407,,336,,107,,109,,37,,55,,11,,19,,59,,84,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,43,,62,,1600000US4856696,"Penitas city, Texas",48,56696
143,,70,,129,,67,,111,,56,,18,,15,,4,,5,,4,,5,,8,,13,,0,,14,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,14,,17,,1600000US4859642,"Progreso Lakes city, Texas",48,59642
2767,,336,,2727,,333,,2654,,336,,73,,70,,30,,46,,31,,47,,0,,19,,12,,24,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,40,,45,,1600000US4849068,"Mont Belvieu city, Texas",48,49068
2615,,277,,2468,,286,,2241,,311,,227,,137,,211,,134,,16,,17,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,8,,14,,0,,19,,61,,69,,48,,59,,30,,24,,1600000US4867832,"Silsbee city, Texas",48,67832
75,,36,,60,,30,,35,,25,,25,,16,,11,,13,,2,,4,,0,,14,,7,,13,,5,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,4,,7,,11,,0,,14,,6,,12,,1600000US4846752,"Marquez city, Texas",48,46752
2154,,373,,2132,,369,,1909,,402,,223,,170,,153,,139,,28,,37,,0,,14,,42,,87,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,18,,10,,15,,0,,14,,1600000US4861352,"Redwood CDP, Texas",48,61352
203,,89,,196,,90,,160,,83,,36,,36,,24,,30,,12,,19,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,11,,0,,14,,1600000US4880836,"Zuehl CDP, Texas",48,80836
1152,,304,,1041,,282,,1018,,276,,23,,25,,14,,20,,9,,14,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,8,,12,,39,,62,,11,,19,,53,,63,,1600000US4854810,"Palmview South CDP, Texas",48,54810
309,,69,,289,,65,,227,,59,,62,,45,,35,,33,,27,,32,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,15,,0,,14,,7,,8,,1600000US4847316,"Meadow town, Texas",48,47316
14384,,581,,13365,,642,,11857,,630,,1508,,314,,1278,,264,,204,,103,,20,,28,,6,,29,,0,,29,,64,,49,,50,,44,,14,,20,,0,,29,,0,,29,,0,,29,,12,,16,,51,,35,,0,,29,,192,,117,,109,,71,,591,,195,,1600000US4816624,"Copperas Cove city, Texas",48,16624
1863,,193,,1766,,200,,1540,,199,,226,,104,,171,,94,,23,,25,,15,,23,,17,,22,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,18,,46,,44,,39,,50,,1600000US4857908,"Pittsburg city, Texas",48,57908
2268,,406,,2035,,349,,1703,,397,,332,,182,,332,,182,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,106,,149,,17,,26,,0,,19,,110,,96,,1600000US4830584,"Granite Shoals city, Texas",48,30584
620,,145,,615,,145,,562,,133,,53,,36,,53,,36,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,0,,14,,0,,14,,1600000US4876240,"Wallis city, Texas",48,76240
11995,,501,,11362,,473,,10029,,460,,1333,,414,,1002,,317,,107,,85,,85,,71,,31,,40,,108,,118,,19,,31,,19,,31,,0,,25,,0,,25,,0,,25,,0,,25,,15,,22,,0,,25,,0,,25,,247,,120,,69,,52,,283,,118,,1600000US4802272,"Alvin city, Texas",48,02272
3570,,292,,3346,,282,,2619,,305,,727,,242,,610,,230,,91,,95,,26,,38,,0,,19,,0,,19,,10,,15,,0,,19,,0,,19,,0,,19,,0,,19,,10,,15,,0,,19,,0,,19,,0,,19,,63,,45,,0,,19,,151,,105,,1600000US4810720,"Brownfield city, Texas",48,10720
264,,103,,250,,100,,221,,99,,29,,24,,15,,16,,0,,14,,0,,14,,14,,13,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,23,,0,,14,,1,,5,,1600000US4806272,"Beasley city, Texas",48,06272
651,,134,,618,,125,,475,,103,,143,,76,,120,,68,,23,,28,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,20,,33,,0,,14,,13,,14,,1600000US4839868,"Kountze city, Texas",48,39868
440,,116,,412,,116,,369,,104,,43,,28,,38,,26,,5,,7,,0,,14,,0,,14,,0,,14,,7,,12,,0,,14,,7,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,7,,5,,5,,1,,5,,11,,10,,1600000US4824828,"Eustace city, Texas",48,24828
199,,72,,189,,69,,167,,60,,22,,24,,13,,22,,0,,14,,4,,6,,5,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,0,,14,,5,,10,,1600000US4850076,"Murchison city, Texas",48,50076
6116,,473,,4654,,400,,4037,,378,,617,,175,,473,,147,,85,,62,,59,,57,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,32,,28,,57,,38,,782,,204,,272,,141,,319,,150,,1600000US4826664,"Fort Bliss CDP, Texas",48,26664
1438,,457,,1355,,427,,1281,,418,,74,,56,,52,,54,,22,,26,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,32,,52,,0,,14,,51,,82,,1600000US4869432,"Sparks CDP, Texas",48,69432
348,,98,,302,,96,,292,,98,,10,,17,,0,,14,,10,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,15,,17,,11,,12,,20,,22,,1600000US4873376,"Tornillo CDP, Texas",48,73376
1435,,236,,1071,,237,,907,,200,,164,,132,,149,,136,,0,,14,,8,,13,,0,,14,,7,,12,,30,,46,,30,,46,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,62,,60,,0,,14,,272,,130,,1600000US4877746,"Weston Lakes city, Texas",48,77746
1852,,149,,1662,,145,,1552,,145,,110,,58,,75,,49,,24,,33,,11,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,17,,0,,14,,37,,31,,0,,14,,143,,52,,1600000US4869830,"Spring Valley Village city, Texas",48,69830
97,,30,,90,,29,,85,,29,,5,,6,,5,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,6,,4,,6,,0,,14,,1600000US4836068,"Iola city, Texas",48,36068
396,,130,,383,,126,,313,,111,,70,,62,,69,,62,,0,,14,,0,,14,,0,,14,,1,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,9,,6,,9,,1600000US4875764,"Von Ormy city, Texas",48,75764
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844079,"Los Corralitos CDP, Texas",48,44079
23,,38,,23,,38,,23,,38,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844104,"Los Ebanos CDP (Hidalgo County), Texas",48,44104
148,,111,,148,,111,,142,,110,,6,,10,,6,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844110,"Los Ebanos CDP (Starr County), Texas",48,44110
11,,16,,11,,16,,11,,16,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844120,"Los Fresnos CDP, Texas",48,44120
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844123,"Los Huisaches CDP, Texas",48,44123
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844142,"Los Lobos CDP, Texas",48,44142
13,,19,,13,,19,,13,,19,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844145,"Los Minerales CDP, Texas",48,44145
10,,15,,10,,15,,10,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844146,"Los Nopalitos CDP, Texas",48,44146
11,,18,,11,,18,,11,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844167,"Los Veteranos I CDP, Texas",48,44167
7,,10,,7,,10,,7,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4844168,"Los Veteranos II CDP, Texas",48,44168
400,,133,,386,,130,,346,,124,,40,,43,,40,,43,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,6,,0,,14,,11,,14,,1600000US4845564,"McDade CDP, Texas",48,45564
87,,42,,87,,42,,87,,42,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4845576,"Macdona CDP, Texas",48,45576
524,,270,,524,,270,,424,,201,,100,,86,,26,,37,,19,,31,,55,,77,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4845750,"McKinney Acres CDP, Texas",48,45750
601,,241,,538,,214,,506,,206,,32,,38,,32,,38,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,17,,27,,0,,14,,46,,50,,1600000US4846308,"Manchaca CDP, Texas",48,46308
35,,40,,35,,40,,35,,40,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4846492,"Manuel Garcia CDP, Texas",48,46492
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4846494,"Manuel Garcia II CDP, Texas",48,46494
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4846854,"Martinez CDP, Texas",48,46854
8,,8,,8,,8,,8,,8,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4847676,"Mentone CDP, Texas",48,47676
87,,52,,49,,44,,49,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,19,,20,,0,,14,,19,,31,,1600000US4847898,"Mesquite CDP, Texas",48,47898
59,,57,,59,,57,,27,,28,,32,,51,,32,,51,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4848315,"Miguel Barrera CDP, Texas",48,48315
163,,94,,130,,88,,130,,88,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,17,,0,,14,,22,,36,,1600000US4848318,"Mikes CDP, Texas",48,48318
92,,87,,65,,75,,29,,49,,36,,54,,36,,54,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,27,,33,,1600000US4848750,"Mi Ranchito Estate CDP, Texas",48,48750
144,,66,,123,,55,,102,,45,,21,,20,,21,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,19,,0,,14,,8,,8,,1600000US4849032,"Montague CDP, Texas",48,49032
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4849300,"Moraida CDP, Texas",48,49300
126,,65,,126,,65,,117,,60,,9,,15,,0,,14,,9,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4849359,"Morgan Farm CDP, Texas",48,49359
185,,84,,185,,84,,170,,84,,15,,25,,15,,25,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4847016,"Matagorda CDP, Texas",48,47016
2895,,636,,2558,,603,,2102,,472,,456,,328,,371,,283,,58,,51,,0,,19,,27,,44,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,275,,192,,62,,88,,1600000US4850092,"Murillo CDP, Texas",48,50092
134,,117,,115,,115,,54,,75,,61,,92,,61,,92,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,19,,30,,0,,14,,1600000US4850232,"Myrtle Springs CDP, Texas",48,50232
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4850322,"Narciso Pena CDP, Texas",48,50322
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4850742,"Netos CDP, Texas",48,50742
71,,115,,71,,115,,71,,115,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4840186,"La Escondida CDP, Texas",48,40186
45,,43,,45,,43,,45,,43,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4840188,"La Esperanza CDP, Texas",48,40188
500,,101,,458,,96,,410,,100,,48,,34,,48,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,7,,16,,25,,22,,20,,1600000US4840312,"Laguna Park CDP, Texas",48,40312
744,,352,,670,,344,,653,,347,,17,,29,,0,,14,,0,,14,,0,,14,,17,,29,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,14,,26,,30,,47,,30,,50,,1600000US4840462,"Lake Bryan CDP, Texas",48,40462
1199,,219,,1065,,196,,943,,185,,122,,90,,122,,90,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,30,,47,,0,,14,,104,,81,,1600000US4840468,"Lake Cherokee CDP, Texas",48,40468
956,,248,,890,,245,,855,,250,,35,,35,,35,,35,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,12,,9,,14,,50,,47,,1600000US4840522,"Lake Dunlap CDP, Texas",48,40522
390,,230,,343,,188,,261,,175,,82,,109,,67,,104,,0,,14,,0,,14,,15,,27,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,47,,70,,1600000US4840674,"Lake Medina Shores CDP, Texas",48,40674
267,,108,,265,,108,,205,,96,,60,,48,,12,,15,,48,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,1600000US4840475,"Lake Colorado City CDP, Texas",48,40475
203,,167,,203,,167,,90,,78,,113,,145,,113,,145,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4840676,"Lake Meredith Estates CDP, Texas",48,40676
13,,20,,13,,20,,0,,14,,13,,20,,13,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841086,"La Loma de Falcon CDP, Texas",48,41086
239,,123,,192,,114,,172,,105,,20,,32,,20,,32,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,47,,57,,1600000US4841092,"Lamar CDP, Texas",48,41092
31,,23,,25,,23,,25,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,10,,1600000US4841170,"La Minita CDP, Texas",48,41170
4726,,415,,3876,,451,,3656,,450,,220,,124,,202,,123,,0,,19,,18,,27,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,34,,42,,0,,19,,18,,30,,64,,51,,734,,203,,1600000US4841404,"Lantana CDP, Texas",48,41404
114,,120,,114,,120,,114,,120,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841420,"La Paloma Addition CDP, Texas",48,41420
165,,179,,165,,179,,143,,153,,22,,27,,22,,27,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841424,"La Paloma Ranchettes CDP, Texas",48,41424
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841475,"Laredo Ranchettes West CDP, Texas",48,41475
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841565,"Las Haciendas CDP, Texas",48,41565
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841579,"Las Palmas CDP, Texas",48,41579
444,,257,,368,,256,,368,,256,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,76,,89,,0,,14,,0,,14,,1600000US4841580,"Las Palmas II CDP, Texas",48,41580
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4841582,"Las Pilas CDP, Texas",48,41582
398,,229,,367,,194,,343,,189,,24,,32,,17,,29,,0,,14,,0,,14,,0,,14,,7,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,31,,51,,1600000US4841583,"Las Quintas Fronterizas CDP, Texas",48,41583
191,,123,,165,,97,,129,,85,,36,,42,,0,,14,,36,,42,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,26,,41,,1600000US4841660,"La Tina Ranch CDP, Texas",48,41660
156,,80,,143,,78,,105,,69,,38,,42,,22,,34,,16,,27,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,19,,1600000US4842256,"Leming CDP, Texas",48,42256
300,,110,,257,,101,,232,,104,,25,,36,,0,,14,,0,,14,,25,,36,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,10,,12,,15,,25,,24,,1600000US4842916,"Linn CDP, Texas",48,42916
48,,54,,48,,54,,48,,54,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4843458,"Loma Grande CDP, Texas",48,43458
